,2 MAANTHUI Number of houses 1 – 10,3 MGEMOMV Avg size household 1 – 6,4 MGEMLEEF Avg age see L1,10 MRELGE Married,11 MRELSA Living together,12 MRELOV Other relation,13 MFALLEEN Singles,14 MFGEKIND Household without children,15 MFWEKIND Household with children,16 MOPLHOOG High level education,17 MOPLMIDD Medium level education,18 MOPLLAAG Lower level education,30 MHHUUR Rented house,31 MHKOOP Home owners,32 MAUT1 1 car,33 MAUT2 2 cars,34 MAUT0 No car,35 MZFONDS National Health Service,36 MZPART Private health insurance,37 MINKM30 Income < 30.000,38 MINK3045 Income 30-45.000,39 MINK4575 Income 45-75.000,40 MINK7512 Income 75-122.000,41 MINK123M Income >123.000,42 MINKGEM Average income,43 MKOOPKLA Purchasing power class,76 ALEVEN Number of life insurances
1157,1,3,4,9,0,0,0,4,5,2,2,6,9,0,7,0,2,4,5,0,9,0,0,0,3,4,0
1158,1,2,4,4,0,5,4,5,1,1,3,5,8,1,2,1,7,8,1,4,4,2,0,0,3,1,0
1159,1,4,3,8,0,1,1,1,7,2,2,6,2,7,8,1,0,7,2,4,2,4,0,0,3,4,0
1160,1,2,3,6,0,3,3,2,4,2,3,4,0,9,7,2,0,7,2,4,2,4,0,0,3,2,0
1161,1,2,4,7,1,1,0,6,3,2,0,7,1,8,8,0,1,5,4,2,4,3,2,0,4,4,0
1162,1,3,3,7,1,2,2,3,4,1,3,5,4,5,6,2,2,7,2,1,4,4,1,0,4,3,0
1163,1,3,3,7,1,2,0,5,4,3,5,1,2,7,7,0,2,5,4,1,2,5,2,1,6,7,0
1164,1,3,3,3,4,2,0,5,4,0,3,6,2,7,5,2,3,6,3,0,6,2,2,1,5,5,0
1165,1,3,2,7,0,2,0,1,8,0,3,6,9,0,7,2,0,9,0,2,6,1,0,0,3,5,0
1166,1,3,3,6,1,2,2,4,4,2,3,4,3,6,6,2,2,5,4,3,2,4,2,1,4,6,0
1167,2,4,3,7,1,2,0,0,9,2,0,7,0,9,6,2,1,4,5,0,3,5,2,0,5,8,3
1168,1,3,3,5,0,4,0,5,4,0,0,9,9,0,3,2,4,7,2,9,0,0,0,0,2,3,0
1169,1,2,4,5,1,4,4,4,2,1,4,5,4,5,6,1,2,7,2,4,2,3,1,0,3,5,0
1170,1,2,5,2,0,7,3,4,3,0,2,7,3,6,5,0,4,9,0,2,5,3,0,0,3,3,0
1171,1,2,3,5,2,3,2,4,3,1,3,5,6,3,7,1,2,7,2,3,4,3,1,0,3,4,0
1172,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,3,0
1173,1,2,5,9,0,0,0,8,1,0,0,9,9,0,5,0,4,9,0,4,4,1,0,0,3,1,0
1174,1,3,3,5,0,4,2,3,4,0,3,6,4,5,3,2,4,7,2,6,2,2,0,0,2,3,0
1175,1,4,3,7,1,1,1,3,6,2,5,3,1,8,8,0,1,5,4,0,5,4,0,0,4,8,0
1176,1,2,3,5,2,3,2,4,3,1,3,5,6,3,7,1,2,7,2,3,4,3,1,0,3,5,0
1177,2,1,1,2,2,5,5,4,0,0,7,2,9,0,7,0,2,9,0,4,4,2,0,0,3,3,0
1178,1,3,3,4,2,4,3,2,5,0,4,5,9,0,3,0,6,9,0,7,2,0,0,0,2,1,0
1179,1,3,3,8,1,0,1,3,5,1,5,3,0,9,9,0,0,5,4,2,4,4,0,0,4,8,0
1180,1,2,3,9,0,0,3,4,3,3,4,3,2,7,7,0,2,7,2,1,3,4,3,0,7,3,0
1181,2,2,2,2,4,3,3,3,3,2,5,3,5,4,7,0,2,9,0,5,3,2,0,0,3,2,0
1182,1,4,2,7,1,2,2,1,6,1,3,5,6,3,5,2,3,7,2,3,5,2,0,0,3,4,0
1183,1,3,3,5,1,3,3,2,4,2,3,5,5,4,4,2,4,7,2,3,5,1,1,0,3,5,0
1184,1,2,4,6,1,2,1,4,5,4,1,5,3,6,7,0,2,8,1,2,5,2,0,0,3,3,0
1185,1,4,3,9,0,0,0,4,5,2,5,3,4,5,9,0,0,3,6,0,3,3,3,0,6,7,0
1186,1,3,3,9,0,0,0,0,9,0,0,9,0,9,5,4,0,4,5,7,0,0,2,0,3,8,0
1187,1,3,3,9,0,0,0,4,5,0,3,6,0,9,6,3,0,6,3,5,4,0,0,0,3,3,0
1188,2,3,2,4,4,1,0,0,9,9,0,0,0,9,7,0,2,7,2,2,3,4,2,1,5,8,0
1189,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
1190,1,3,2,6,3,0,0,4,5,5,3,2,0,9,6,3,0,2,7,0,3,4,3,1,7,7,0
1191,1,2,3,7,1,2,3,3,4,1,5,4,4,5,7,1,1,5,4,2,6,2,1,0,3,3,0
1192,2,4,3,9,0,0,0,0,9,0,5,5,0,9,6,3,0,2,7,0,9,0,0,0,3,7,0
1193,1,3,3,7,1,2,1,4,4,0,2,7,4,5,6,3,1,7,2,2,5,1,2,0,4,3,0
1194,1,2,3,4,2,4,4,2,3,1,3,6,7,2,6,0,3,8,1,5,4,1,0,0,2,2,0
1195,1,3,3,9,0,0,0,5,4,3,4,3,2,7,5,4,0,5,4,0,2,3,2,3,8,7,0
1196,1,2,3,5,1,4,3,3,3,0,4,5,2,7,5,1,4,7,2,3,3,3,0,0,3,4,0
1197,1,2,4,6,1,3,3,4,3,2,5,3,7,2,5,1,3,6,3,5,2,2,1,0,3,4,0
1198,1,2,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,5,0
1199,1,3,2,8,1,0,0,2,7,0,3,6,3,6,6,3,0,9,0,2,5,2,2,0,4,3,0
1200,1,3,3,9,0,0,0,4,5,2,6,2,9,0,5,4,0,2,7,0,0,7,2,0,6,6,1
1201,1,2,4,7,0,2,0,5,4,2,2,6,0,9,5,4,0,6,3,0,7,2,0,0,4,5,0
1202,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,4,0
1203,1,4,2,9,0,0,0,2,7,2,3,4,0,9,7,2,0,6,3,0,6,3,0,0,4,3,0
1204,1,3,3,7,2,1,1,3,5,4,4,2,1,8,6,3,1,5,4,2,4,4,1,0,4,6,0
1205,1,4,3,7,1,2,0,3,6,3,5,1,1,8,7,0,2,5,4,1,3,5,1,1,5,7,0
1206,1,3,3,7,2,1,0,5,4,2,3,4,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0
1207,1,3,3,7,0,2,0,4,5,0,0,9,5,4,5,3,3,9,0,4,5,0,0,0,2,3,0
1208,1,2,2,5,2,3,3,4,3,4,3,2,9,0,3,0,6,9,0,2,3,4,2,1,5,7,0
1209,1,3,4,7,1,1,1,6,3,4,3,2,1,8,8,1,1,7,2,2,3,5,0,0,5,8,0
1210,2,3,3,5,0,4,2,2,5,0,5,4,3,6,5,2,3,9,0,3,3,4,1,0,4,3,0
1211,1,4,3,7,1,1,1,2,7,1,2,6,8,1,4,2,4,8,1,3,5,1,1,0,3,4,0
1212,1,4,2,9,0,0,0,0,8,2,4,4,4,5,9,0,0,7,2,0,4,5,0,0,5,7,2
1213,1,3,3,7,2,0,0,3,6,0,4,5,4,5,7,2,0,5,4,2,2,3,3,0,5,4,0
1214,1,3,2,6,2,1,2,3,5,3,6,0,2,7,7,2,0,5,4,1,0,5,3,0,6,6,1
1215,1,4,3,6,2,2,0,4,5,0,4,5,5,4,6,2,2,8,1,0,0,4,5,0,7,5,0
1216,1,2,4,6,0,3,3,2,4,2,4,3,3,6,6,1,3,5,4,1,5,3,1,0,4,1,0
1217,1,4,4,6,0,3,2,2,5,0,0,9,3,6,6,1,2,6,3,0,9,0,0,0,4,5,0
1218,1,2,4,6,0,3,4,4,2,0,8,1,7,2,6,0,3,4,5,5,2,2,0,0,2,6,0
1219,1,2,3,7,1,2,4,4,2,0,3,6,7,2,6,2,1,5,4,5,3,1,0,0,3,6,0
1220,1,2,3,9,0,0,0,5,4,0,5,4,1,8,5,0,4,9,0,1,4,0,5,0,6,3,0
1221,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,4,0
1222,1,2,3,6,1,3,1,5,3,1,5,3,3,6,4,0,5,7,2,3,3,1,3,1,5,4,0
1223,1,2,1,4,4,2,1,6,3,1,6,3,5,4,7,0,2,7,2,4,4,2,0,0,3,3,2
1224,1,2,1,7,0,2,0,7,2,4,4,1,7,2,7,0,2,6,3,1,1,8,1,0,5,4,1
1225,1,3,3,7,1,2,2,3,5,1,7,1,6,3,7,1,2,4,5,3,4,3,1,0,3,4,0
1226,1,2,3,7,1,2,4,4,2,0,3,6,7,2,6,2,1,5,4,5,3,1,0,0,3,6,0
1227,1,3,4,5,1,3,0,5,4,0,3,6,2,7,6,1,3,7,2,1,8,0,0,0,3,3,0
1228,1,3,4,9,0,0,0,4,5,2,2,6,9,0,7,0,2,4,5,0,9,0,0,0,3,4,0
1229,1,2,3,5,1,4,3,2,5,2,3,4,3,6,6,1,3,6,3,3,5,1,2,0,4,3,0
1230,1,1,5,4,0,5,7,1,1,0,1,8,8,1,4,0,5,7,2,5,4,1,0,0,2,3,0
1231,1,2,3,5,1,4,3,4,2,0,4,5,2,7,5,1,4,7,2,5,3,2,0,0,3,6,0
1232,1,3,4,9,0,0,0,6,3,0,5,4,0,9,7,2,0,2,7,0,0,4,5,0,8,6,0
1233,1,2,4,7,0,2,2,5,3,0,0,9,5,4,9,0,0,9,0,5,4,0,0,0,3,6,0
1234,1,3,4,6,0,3,3,2,5,3,2,4,3,6,6,2,1,3,6,3,1,4,1,2,6,6,0
1235,1,3,3,6,0,3,3,2,4,0,2,7,0,9,5,2,3,4,5,6,3,0,0,0,1,3,0
1236,1,3,3,7,0,2,2,4,4,1,6,3,2,7,5,4,0,5,4,0,3,4,2,0,5,6,1
1237,1,2,2,3,4,2,1,7,1,0,4,5,7,2,4,1,4,9,0,3,5,2,0,0,3,2,0
1238,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0
1239,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,7,0
1240,1,1,6,2,0,7,7,2,1,1,2,7,7,2,3,0,6,6,3,7,0,2,0,0,2,2,0
1241,1,4,2,7,0,2,0,0,9,1,3,5,2,7,6,3,0,6,3,4,4,2,0,0,3,3,0
1242,1,2,5,5,1,4,4,3,2,2,5,3,8,1,6,1,3,4,5,5,3,1,2,0,4,1,0
1243,1,2,3,5,1,4,3,3,3,0,4,5,2,7,5,1,4,7,2,3,3,3,0,0,3,3,0
1244,1,2,4,5,1,4,3,6,0,6,0,3,6,3,5,1,3,5,4,3,2,3,2,1,5,1,0
1245,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
1246,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
1247,1,2,2,3,0,6,5,0,4,3,3,4,9,0,3,2,5,9,0,9,0,0,0,0,1,2,0
1248,1,3,3,6,0,3,2,3,4,1,2,7,1,8,7,0,2,7,2,0,5,4,0,0,4,3,0
1249,1,2,4,9,0,0,0,6,3,0,5,4,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0
1250,1,2,1,3,4,3,4,5,2,0,4,5,9,0,7,1,1,8,1,1,6,3,0,0,4,2,0
1251,2,1,5,5,0,4,5,4,0,2,3,5,9,0,5,0,4,6,3,5,4,0,0,0,2,7,0
1252,1,4,3,7,1,2,0,0,9,0,0,9,9,0,6,2,2,7,2,0,4,5,0,0,4,5,1
1253,1,3,3,6,2,2,2,3,5,1,3,6,8,1,6,1,2,8,1,3,5,2,1,1,3,5,0
1254,2,3,2,5,2,4,3,2,5,0,5,4,5,4,7,2,0,5,4,2,5,2,2,0,4,4,0
1255,1,2,4,9,0,0,0,9,0,0,9,0,6,3,7,2,0,3,6,2,4,4,1,0,5,6,0
1256,1,2,3,6,1,3,1,5,3,1,5,3,3,6,4,0,5,7,2,3,3,1,3,1,5,4,0
1257,1,3,2,5,1,3,3,2,5,1,4,4,7,2,5,1,4,7,2,3,5,2,0,0,3,1,0
1258,1,3,3,9,0,0,0,4,5,7,1,1,9,0,5,0,4,6,3,0,2,7,0,0,5,4,0
1259,1,3,2,8,1,1,1,4,4,1,6,3,1,8,8,0,1,7,2,2,5,3,0,0,4,6,0
1260,1,2,3,6,1,3,3,4,2,2,6,1,7,2,7,1,2,7,2,1,6,2,2,0,4,3,0
1261,1,1,1,4,1,4,5,4,1,1,4,4,8,1,6,0,3,7,2,4,0,5,0,0,4,3,0
1262,1,1,1,4,1,4,5,4,1,1,4,4,8,1,6,0,3,7,2,4,0,5,0,0,4,3,0
1263,1,2,3,3,0,6,6,2,2,1,2,7,9,0,5,0,4,9,0,6,3,0,0,0,2,1,0
1264,1,3,2,9,0,0,1,3,5,4,5,0,0,9,7,2,0,2,7,0,0,5,0,4,0,3,0
1265,1,3,3,7,1,2,2,3,4,2,3,4,2,7,7,2,1,5,4,2,4,3,1,1,4,3,0
1266,1,4,3,9,0,0,0,4,5,0,3,6,2,7,7,2,0,7,2,0,7,2,0,0,3,3,0
1267,2,4,2,8,1,0,0,1,8,0,4,5,2,7,5,4,0,9,0,1,7,2,1,0,4,3,0
1268,1,3,2,8,1,1,1,3,6,4,4,2,1,8,7,1,1,4,5,1,3,4,2,1,5,8,0
1269,1,2,4,5,0,4,3,5,2,1,4,4,3,6,4,2,3,4,5,4,3,0,2,0,4,6,0
1270,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,5,0
1271,2,3,2,6,2,1,2,3,5,3,6,0,2,7,7,2,0,5,4,1,0,5,3,0,6,6,0
1272,1,4,3,9,0,0,0,0,9,0,2,7,7,2,7,2,0,9,0,0,7,2,0,0,4,5,0
1273,1,2,3,7,1,2,3,5,2,0,5,4,2,7,6,2,1,5,4,3,2,0,4,0,6,4,0
1274,1,2,4,7,2,0,0,7,2,5,4,0,0,9,6,3,0,2,7,0,0,5,2,2,8,8,0
1275,2,3,3,9,0,0,0,2,7,0,3,6,0,9,6,3,0,3,6,0,5,4,0,0,4,3,0
1276,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
1277,2,1,5,0,0,9,7,2,0,2,1,7,8,1,0,0,9,9,0,2,7,0,0,0,3,1,0
1278,1,3,3,6,1,3,2,3,5,1,3,5,8,1,5,1,3,6,3,5,2,2,1,0,3,4,0
1279,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,4,0
1280,1,3,3,6,2,2,2,4,4,1,3,6,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0
1281,1,2,4,6,0,3,3,1,6,0,1,8,3,6,5,2,3,8,1,8,1,1,0,0,2,3,0
1282,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,5,0
1283,1,1,4,4,0,5,6,3,1,3,2,5,5,4,4,2,4,4,5,3,3,3,0,0,3,3,0
1284,2,2,3,5,1,4,4,1,5,0,2,7,8,1,5,1,4,8,1,5,3,2,0,0,3,3,0
1285,2,1,1,2,2,5,5,4,0,0,7,2,9,0,7,0,2,9,0,4,4,2,0,0,3,3,0
1286,1,3,2,7,1,2,2,2,6,1,3,6,7,2,6,2,2,9,0,4,4,2,0,0,3,4,0
1287,1,1,2,1,1,8,8,1,1,6,3,1,6,3,3,0,6,3,6,6,1,3,0,0,2,2,0
1288,1,4,3,8,1,0,0,3,6,0,0,9,7,2,7,0,2,7,2,2,4,4,0,0,4,3,0
1289,1,3,4,7,0,2,2,4,4,4,1,5,2,7,5,3,2,5,4,0,7,2,0,0,4,3,0
1290,1,2,4,5,0,4,4,3,3,0,0,9,9,0,6,0,3,9,0,2,5,3,0,0,3,2,0
1291,1,2,5,0,0,9,7,0,2,0,0,9,7,2,7,1,2,7,2,7,2,0,0,0,1,5,0
1292,1,3,3,7,1,2,3,2,5,1,3,6,5,4,5,2,2,7,2,4,4,1,1,1,3,1,0
1293,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,7,0
1294,1,2,3,5,1,4,3,3,3,0,4,5,2,7,5,1,4,7,2,3,3,3,0,0,3,4,0
1295,1,3,2,5,1,3,3,2,5,1,4,4,7,2,5,1,4,7,2,3,5,2,0,0,3,4,0
1296,1,3,3,6,2,2,2,4,4,1,3,6,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0
1297,1,2,3,5,2,3,3,3,5,2,4,4,9,0,6,0,3,7,2,3,4,3,0,0,4,6,0
1298,1,2,4,7,0,2,2,4,3,2,4,4,3,6,5,2,2,7,2,5,3,1,0,2,5,5,0
1299,2,2,4,5,0,4,4,2,4,0,0,9,9,0,7,0,2,9,0,2,7,0,0,0,3,1,0
1300,1,2,3,9,0,0,3,4,3,3,4,3,2,7,7,0,2,7,2,1,3,4,3,0,7,3,0
1301,1,2,3,7,1,2,4,4,2,0,3,6,7,2,6,2,1,5,4,5,3,1,0,0,3,7,0
1302,1,3,3,7,0,2,1,4,4,2,3,5,4,5,6,0,3,7,2,1,4,4,0,0,4,5,0
1303,2,3,4,9,0,0,0,4,5,1,0,8,6,3,5,0,4,7,2,2,6,1,1,0,4,4,0
1304,2,2,5,7,0,2,2,6,1,2,4,4,8,1,8,0,1,7,2,2,7,1,0,0,3,1,0
1305,2,3,2,6,1,2,2,2,6,0,3,6,4,5,5,1,3,7,2,3,5,2,0,0,3,2,0
1306,1,4,3,6,2,2,0,4,5,0,4,5,5,4,6,2,2,8,1,0,0,4,5,0,7,5,0
1307,2,3,2,7,2,0,3,3,4,3,3,4,0,9,9,0,0,5,4,3,4,3,0,0,3,7,1
1308,1,4,3,8,1,1,1,2,7,0,2,7,1,8,7,1,1,8,1,2,3,2,4,0,5,4,0
1309,1,2,4,5,0,4,4,5,1,0,1,8,3,6,5,1,4,9,0,1,7,2,0,0,4,3,0
1310,1,3,3,6,1,2,2,3,4,1,3,5,2,7,5,2,3,5,4,2,4,3,1,1,4,1,0
1311,1,2,3,5,2,3,2,4,4,0,3,6,9,0,7,0,2,7,2,5,4,1,0,0,3,1,0
1312,1,2,4,7,1,2,3,4,3,0,3,6,5,4,9,0,0,5,4,2,2,3,3,0,5,5,0
1313,1,3,3,7,1,1,0,4,5,0,6,3,0,9,6,2,2,8,1,0,6,0,3,0,5,4,0
1314,1,1,6,2,0,7,7,2,0,0,0,9,6,3,4,0,5,6,3,9,0,0,0,0,1,1,0
1315,1,2,5,5,1,4,1,8,1,6,2,1,1,8,5,1,3,5,4,1,1,3,3,3,8,8,0
1316,1,4,3,6,0,3,1,2,6,2,6,1,0,9,6,3,2,5,4,1,4,4,1,0,5,7,0
1317,1,3,2,8,1,1,1,3,6,4,4,2,1,8,7,1,1,4,5,1,3,4,2,1,5,8,0
1318,1,3,3,9,0,0,0,4,5,0,3,6,0,9,6,3,0,6,3,5,4,0,0,0,3,3,0
1319,2,4,2,9,0,0,0,0,9,0,3,6,0,9,9,0,0,9,0,2,0,5,2,0,5,7,0
1320,1,4,3,8,1,1,0,3,6,3,4,2,1,8,8,0,1,4,5,1,4,4,1,1,4,7,0
1321,1,4,3,8,1,1,1,2,7,2,2,6,4,5,5,4,1,7,2,4,2,4,0,1,4,3,0
1322,1,2,4,6,1,3,3,4,3,2,5,3,7,2,5,1,3,6,3,5,2,2,1,0,3,4,0
1323,1,2,2,8,0,1,4,1,5,1,1,7,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0
1324,1,4,2,6,0,3,2,0,7,0,6,3,4,5,9,0,0,7,2,0,7,0,2,0,4,4,1
1325,1,2,3,3,2,4,3,2,5,3,4,4,7,2,5,2,2,5,4,2,4,4,0,0,4,6,0
1326,2,2,4,5,1,4,2,5,2,1,4,5,3,6,7,1,2,7,2,5,3,1,1,0,3,1,0
1327,1,3,3,7,0,2,0,4,5,0,0,9,9,0,7,0,2,9,0,3,4,2,2,0,4,3,0
1328,1,5,3,5,1,4,0,4,5,0,9,0,0,9,5,1,3,5,4,3,2,3,2,1,5,6,0
1329,1,2,2,5,2,3,3,4,3,0,4,5,7,2,9,0,0,9,0,3,6,0,0,0,3,3,0
1330,1,2,3,6,1,2,2,3,4,3,1,6,2,7,7,0,2,8,1,2,5,2,0,0,3,1,0
1331,1,4,3,4,1,4,4,2,4,0,2,7,5,4,5,2,3,8,1,6,1,3,1,0,3,1,0
1332,1,2,3,6,1,2,1,4,5,0,3,6,9,0,7,0,2,7,2,6,3,1,0,0,2,2,0
1333,1,2,5,7,0,2,3,6,1,4,4,1,3,6,9,0,0,4,5,5,3,3,0,0,3,6,0
1334,1,3,3,6,2,1,0,3,6,0,6,3,0,9,6,1,2,6,3,0,7,0,2,0,5,3,0
1335,1,3,3,7,1,2,2,4,3,1,2,6,2,7,6,2,1,5,4,2,5,2,2,0,4,5,0
1336,1,2,4,3,0,6,6,2,2,1,1,7,9,0,5,0,4,9,0,6,3,0,0,0,2,2,0
1337,1,2,4,6,1,3,3,3,3,0,3,6,9,0,6,0,3,7,2,5,4,1,0,0,2,1,0
1338,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,4,0
1339,1,3,3,5,1,4,3,2,4,1,2,7,8,1,4,1,5,8,1,5,4,1,1,0,3,4,0
1340,1,2,4,6,0,3,3,4,3,0,1,8,9,0,8,0,1,9,0,7,1,1,0,0,2,1,0
1341,1,3,4,7,1,2,1,5,4,1,1,7,2,7,4,3,2,7,2,3,3,3,0,1,4,7,0
1342,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
1343,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,4,0
1344,1,3,3,6,0,3,1,3,6,1,5,4,9,0,5,0,4,5,4,5,4,1,0,0,3,4,0
1345,1,3,3,9,0,0,0,3,6,1,2,7,5,4,6,1,2,7,2,2,4,3,1,0,4,3,0
1346,2,3,3,7,0,2,0,2,7,0,2,7,0,9,7,0,2,9,0,3,6,0,0,0,3,3,0
1347,1,2,3,6,1,2,0,5,4,4,0,5,0,9,6,1,3,7,2,3,4,2,1,0,3,6,0
1348,1,3,3,6,0,3,0,3,6,4,2,4,0,9,4,5,0,5,4,0,3,6,0,0,4,3,0
1349,1,3,2,6,1,3,2,2,6,0,3,6,7,2,6,0,3,9,0,7,2,0,0,0,2,1,0
1350,1,3,3,7,2,0,0,4,5,1,6,2,8,1,9,0,0,6,3,2,2,4,1,0,4,8,0
1351,1,2,2,3,0,6,5,0,4,3,3,4,9,0,3,2,5,9,0,9,0,0,0,0,1,2,0
1352,1,4,2,8,1,1,1,2,7,3,5,2,1,8,9,0,0,5,4,2,4,4,0,0,4,8,0
1353,1,3,3,9,0,0,0,5,4,3,5,2,0,9,7,2,0,2,7,0,2,5,3,1,6,8,0
1354,1,2,3,5,1,4,5,1,3,0,4,5,1,8,5,1,4,7,2,2,6,2,0,0,3,5,0
1355,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,5,0
1356,1,3,3,8,1,1,1,3,5,1,4,5,2,7,5,4,0,6,3,3,4,4,0,0,4,4,0
1357,1,2,4,6,2,1,1,5,3,0,3,6,6,3,6,0,3,5,4,2,2,5,0,0,4,5,0
1358,1,4,3,6,1,3,0,2,7,4,4,2,1,8,8,0,1,6,3,1,3,4,3,1,5,7,0
1359,1,2,4,6,1,3,0,5,4,0,2,7,5,4,5,1,3,7,2,0,7,0,2,0,4,2,0
1360,1,2,4,7,0,2,0,6,3,0,2,7,9,0,7,2,0,9,0,6,3,0,0,0,3,3,0
1361,1,3,3,8,0,1,1,4,4,0,4,5,0,9,7,1,2,6,3,0,5,4,0,0,4,3,0
1362,1,3,3,7,0,2,0,4,5,0,0,9,9,0,7,0,2,9,0,3,4,2,2,0,4,3,0
1363,1,3,2,6,1,3,1,4,5,2,5,2,6,3,7,1,2,6,3,3,4,3,0,0,3,7,0
1364,1,3,2,8,1,0,0,2,7,0,3,6,3,6,6,3,0,9,0,2,5,2,2,0,4,3,0
1365,1,2,4,7,0,2,2,4,3,1,5,4,2,7,5,3,2,5,4,2,5,3,0,0,4,3,0
1366,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,5,0
1367,1,1,1,1,2,7,7,2,0,5,4,0,9,0,5,0,4,4,5,4,4,1,2,0,3,1,0
1368,2,3,3,9,0,0,0,2,7,0,3,6,0,9,6,3,0,3,6,0,5,4,0,0,4,3,0
1369,1,3,2,9,0,0,0,3,6,2,5,3,3,6,7,2,0,6,3,2,0,7,0,0,5,7,0
1370,1,3,3,7,0,2,0,5,4,2,4,4,2,7,7,2,0,2,7,0,5,4,0,0,4,1,0
1371,2,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
1372,1,4,2,7,1,2,0,0,9,0,3,6,0,9,6,2,1,5,4,0,6,0,3,0,5,6,0
1373,2,2,2,4,2,4,4,4,2,2,4,3,7,2,6,1,3,8,1,4,3,3,0,0,3,3,0
1374,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,8,1
1375,1,3,2,6,1,3,2,2,6,0,3,6,7,2,6,0,3,9,0,7,2,0,0,0,2,1,0
1376,1,3,3,8,0,1,1,2,6,4,3,2,2,7,6,3,1,4,5,1,1,5,3,0,6,7,1
1377,1,2,2,7,1,2,3,4,3,2,6,1,7,2,7,1,1,8,1,0,5,4,0,0,4,6,2
1378,1,4,3,7,1,2,0,3,6,4,3,3,0,9,6,2,1,5,4,0,3,2,2,2,8,7,0
1379,1,3,3,5,2,3,3,2,4,2,2,5,2,7,5,2,3,6,3,2,4,2,2,2,6,4,0
1380,1,3,2,7,1,2,2,2,6,1,3,6,7,2,6,2,2,9,0,4,4,2,0,0,3,4,0
1381,1,2,2,7,1,2,3,4,3,1,1,8,3,6,7,1,1,8,1,0,7,2,0,0,4,4,0
1382,1,2,3,5,1,4,3,4,2,0,4,5,2,7,5,1,4,7,2,5,3,2,0,0,3,6,0
1383,1,2,4,6,0,3,3,4,3,0,3,6,9,0,4,3,3,9,0,1,8,0,0,0,3,3,0
1384,1,2,2,3,3,4,4,3,2,2,4,4,8,1,6,0,3,8,1,6,3,1,0,1,2,3,0
1385,2,2,4,6,1,3,4,3,3,0,1,8,7,2,5,1,3,8,1,5,2,3,0,0,3,2,0
1386,1,3,3,7,1,2,1,4,4,1,2,6,5,4,5,2,3,6,3,2,5,2,1,0,3,3,0
1387,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,7,0
1388,1,3,2,6,1,2,2,3,5,0,4,5,4,5,5,1,3,7,2,2,5,3,0,0,3,2,0
1389,1,3,3,8,0,1,1,2,6,4,3,2,2,7,6,3,1,4,5,1,1,5,3,0,6,7,0
1390,1,2,3,6,1,2,2,3,4,3,1,6,2,7,7,0,2,8,1,2,5,2,0,0,3,6,0
1391,1,3,3,7,1,2,0,0,9,0,9,0,5,4,7,1,1,8,1,1,6,2,1,0,4,8,0
1392,1,3,3,8,1,0,0,5,4,4,3,2,0,9,9,0,0,4,5,2,2,5,0,0,5,7,0
1393,1,2,4,4,1,4,4,5,1,2,4,3,9,0,5,0,4,5,4,6,3,1,0,0,2,2,0
1394,2,5,2,7,1,2,0,0,9,0,4,5,2,7,6,2,2,6,3,0,4,5,0,0,4,5,0
